product id,review no,sentance no,feature,opinion,senti score +ve,senti score -ve
B00004W6BY,2,8,phone,open,0.0416666666667,0.0416666666667
B00004W6BY,2,9,case,small,0.0,0.09375
B00004W6C5,1,0,button,best,0.414869565217,0.025347826087
B00004W6C5,1,4,case,higher,0.0833333333333,0.0833333333333
B00004W6C5,1,8,case,light,0.0875,0.0625
B00004W6C5,2,2,call,open,0.0416666666667,0.0416666666667
B00004W6C5,4,4,case,higher,0.0833333333333,0.0833333333333
B00004W6C5,4,8,case,light,0.0875,0.0625
B00004W6C5,5,2,call,open,0.0416666666667,0.0416666666667
B00004W6CA,1,4,phone,susceptible,0.5,0.0
B00004W6CA,1,4,phone,possible,0.3125,0.0625
B00004W6CA,2,4,phone,susceptible,0.5,0.0
B00004W6CA,2,4,phone,possible,0.3125,0.0625
B00004W6CE,1,0,product,best,0.414869565217,0.025347826087
B00004W6CE,1,0,product,new,0.208333333333,0.0
B00004W6CE,1,9,product,good,0.515625,0.0
B00004W6CE,1,9,product,extended,0.00694444444444,0.0486111111111
B00004W6CE,1,13,quality,good,0.515625,0.0
B00004W6CE,1,16,work,normal,0.125,0.15625
B00004W6CE,2,0,case,new,0.208333333333,0.0
B00004W6CE,2,16,phone,comfortable,0.3125,0.375
B00004W6CE,2,18,phone,used,0.0714285714286,0.0
B00004W6CE,2,18,phone,small,0.0,0.09375
B00004W6CE,2,18,phone,comfortable,0.3125,0.375
B00004W6CE,3,0,case,expensive,0.5,0.0
B00004W6CE,3,6,case,accessible,0.625,0.0
B00004W6CE,4,0,phone,second,0.0446428571429,0.0178571428571
B00004W6CE,4,2,case,fit,0.0666666666667,0.233333333333
B00004W6CE,5,0,phone,new,0.208333333333,0.0
B00004W6CE,6,0,case,best,0.414869565217,0.025347826087
B00004W6CE,6,2,quality,obvious,0.5,0.0
B00004W6CE,6,2,quality,good,0.515625,0.0
B00004W6CE,7,0,product,best,0.414869565217,0.025347826087
B00004W6CE,7,0,product,new,0.208333333333,0.0
B00004W6CE,7,9,product,good,0.515625,0.0
B00004W6CE,7,9,product,extended,0.00694444444444,0.0486111111111
B00004W6CE,7,13,quality,good,0.515625,0.0
B00004W6CE,7,16,work,normal,0.125,0.15625
B00004W6CE,8,0,case,new,0.208333333333,0.0
B00004W6CE,8,16,phone,comfortable,0.3125,0.375
B00004W6CE,8,18,phone,used,0.0714285714286,0.0
B00004W6CE,8,18,phone,small,0.0,0.09375
B00004W6CE,8,18,phone,comfortable,0.3125,0.375
B00004W6CE,9,0,case,expensive,0.5,0.0
B00004W6CE,9,6,case,accessible,0.625,0.0
B00004W6CE,10,0,phone,second,0.0446428571429,0.0178571428571
B00004W6CE,10,2,case,fit,0.0666666666667,0.233333333333
B00004W6CE,11,0,phone,new,0.208333333333,0.0
B00004W6CE,12,0,case,best,0.414869565217,0.025347826087
B00004W6CE,12,2,quality,obvious,0.5,0.0
B00004W6CE,12,2,quality,good,0.515625,0.0
B00004W6CF,1,0,phone,comfortable,0.3125,0.375
B00004W6CF,1,2,case,stylish,0.25,0.0625
B00004W6CF,2,0,phone,comfortable,0.3125,0.375
B00004W6CF,2,2,case,stylish,0.25,0.0625
B00004W6CN,1,0,thing,rough,0.03125,0.25
B00004W6CN,2,0,thing,rough,0.03125,0.25
B00004W6DU,1,0,product,late,0.0178571428571,0.0357142857143
B00004W6DU,1,3,product,similar,0.208333333333,0.166666666667
B00004W6DU,1,3,product,uncomfortable,0.0,0.6875
B00004W6DU,1,9,time,weak,0.125,0.5
B00004W6DU,1,14,product,longer,0.0535714285714,0.0714285714286
B00004W6DU,2,2,sound,better,0.515444444444,0.0215925925926
B00004W6DU,2,2,sound,comfortable,0.3125,0.375
B00004W6DU,4,6,thing,painful,0.125,0.75
B00004W6DU,4,8,thing,better,0.515444444444,0.0215925925926
B00004W6DU,4,11,thing,compatible,0.0,0.4375
B00004W6DU,4,16,work,fit,0.233333333333,0.0666666666667
B00004W6DU,5,0,product,comfortable,0.3125,0.375
B00004W6DU,6,1,product,first,0.0208333333333,0.0
B00004W6DU,6,3,call,comfortable,0.3125,0.375
B00004W6DU,6,5,people,difficult,0.0,0.6875
B00004W6DU,7,0,quality,easy,0.325,0.1
B00004W6DU,7,0,quality,good,0.515625,0.0
B00004W6DU,9,0,product,late,0.0178571428571,0.0357142857143
B00004W6DU,9,3,product,similar,0.208333333333,0.166666666667
B00004W6DU,9,3,product,uncomfortable,0.0,0.6875
B00004W6DU,9,9,time,weak,0.125,0.5
B00004W6DU,9,14,product,longer,0.0535714285714,0.0714285714286
B00004W6DU,10,2,sound,better,0.515444444444,0.0215925925926
B00004W6DU,10,2,sound,comfortable,0.3125,0.375
B00004W6DU,12,6,thing,painful,0.125,0.75
B00004W6DU,12,8,thing,better,0.515444444444,0.0215925925926
B00004W6DU,12,11,thing,compatible,0.0,0.4375
B00004W6DU,12,16,work,fit,0.233333333333,0.0666666666667
B00004W6DU,13,0,product,comfortable,0.3125,0.375
B00004W6DU,14,1,product,first,0.0208333333333,0.0
B00004W6DU,14,3,call,comfortable,0.3125,0.375
B00004W6DU,14,5,people,difficult,0.0,0.6875
B00004W6DU,15,0,quality,easy,0.325,0.1
B00004W6DU,15,0,quality,good,0.515625,0.0
B00004W6DV,1,3,phone,careful,0.5,0.0
B00004W6DV,2,2,phone,audible,0.1875,0.0
B00004W6DV,2,2,phone,normal,0.125,0.15625
B00004W6DV,2,4,feature,short,0.0138888888889,0.131944444444
B00004W6DV,4,1,thing,big,0.125,0.075
B00004W6DV,4,2,work,comfortable,0.3125,0.375
B00004W6DV,4,5,work,free,0.1328125,0.0859375
B00004W6DV,4,5,work,soft,0.0694444444444,0.0694444444444
B00004W6DV,5,8,headset,new,0.208333333333,0.0
B00004W6DV,5,9,headset,Plugged,0.0,0.0357142857143
B00004W6DV,5,15,thing,first,0.0208333333333,0.0
B00004W6DV,5,16,headset,Second,0.0446428571429,0.0178571428571
B00004W6DV,5,16,headset,good,0.515625,0.0
B00004W6DV,6,1,thing,uncomfortable,0.0,0.6875
B00004W6DV,6,3,sound,good,0.515625,0.0
B00004W6DV,7,4,headset,free,0.1328125,0.0859375
B00004W6DV,8,1,work,major,0.0729166666667,0.09375
B00004W6DV,8,2,problem,open,0.0416666666667,0.0416666666667
B00004W6DV,9,2,headset,fit,0.233333333333,0.0666666666667
B00004W6DV,9,3,headset,small,0.0,0.09375
B00004W6DV,11,0,product,good,0.515625,0.0
B00004W6DV,12,0,product,awful,0.125,0.4375
B00004W6DV,12,4,headset,different,0.375,0.3125
B00004W6DV,13,0,product,best,0.414869565217,0.025347826087
B00004W6DV,14,5,product,good,0.0,0.515625
B00004W6DV,14,7,thing,first,0.0208333333333,0.0
B00004W6DV,15,0,thing,uncomfortable,0.0,0.6875
B00004W6DV,17,12,headset,better,0.515444444444,0.0215925925926
B00004W6DV,18,4,sound,clear,0.015625,0.11328125
B00004W6DV,20,1,sound,short,0.0138888888889,0.131944444444
B00004W6DV,20,1,sound,small,0.0,0.09375
B00004W6DV,22,3,quality,good,0.515625,0.0
B00004W6DV,22,5,quality,hard,0.015625,0.21875
B00004W6DV,22,8,quality,poor,0.0,0.15625
B00004W6DV,23,0,month,Used,0.0714285714286,0.0
B00004W6DV,23,9,sound,better,0.515444444444,0.0215925925926
B00004W6DV,24,4,thing,positive,0.208333333333,0.0
B00004W6DV,25,0,headset,different,0.375,0.3125
B00004W6DV,25,2,product,low,0.0,0.0416666666667
B00004W6DV,26,4,sound,clear,0.11328125,0.015625
B00004W6DV,27,1,product,good,0.515625,0.0
B00004W6DV,27,1,product,technical,0.125,0.0
B00004W6DV,27,11,headset,stylish,0.25,0.0625
B00004W6DV,27,12,quality,poor,0.0,0.15625
B00004W6DV,28,1,headset,comfortable,0.3125,0.375
B00004W6DV,28,3,sound,sweet,0.0277777777778,0.0
B00004W6DV,29,4,thing,whole,0.125,0.0
B00004W6DV,29,9,case,difficult,0.0,0.6875
B00004W6DV,29,13,product,bad,0.05,0.525
B00004W6DV,29,16,work,better,0.515444444444,0.0215925925926
B00004W6DV,31,1,sound,best,0.414869565217,0.025347826087
B00004W6DV,31,4,phone,different,0.375,0.3125
B00004W6DV,32,3,phone,careful,0.5,0.0
B00004W6DV,33,2,phone,audible,0.1875,0.0
B00004W6DV,33,2,phone,normal,0.125,0.15625
B00004W6DV,33,4,feature,short,0.0138888888889,0.131944444444
B00004W6DV,35,1,thing,big,0.125,0.075
B00004W6DV,35,2,work,comfortable,0.3125,0.375
B00004W6DV,35,5,work,free,0.1328125,0.0859375
B00004W6DV,35,5,work,soft,0.0694444444444,0.0694444444444
B00004W6DV,36,8,headset,new,0.208333333333,0.0
B00004W6DV,36,9,headset,Plugged,0.0,0.0357142857143
B00004W6DV,36,15,thing,first,0.0208333333333,0.0
B00004W6DV,36,16,headset,Second,0.0446428571429,0.0178571428571
B00004W6DV,36,16,headset,good,0.515625,0.0
B00004W6DV,37,1,thing,uncomfortable,0.0,0.6875
B00004W6DV,37,3,sound,good,0.515625,0.0
B00004W6DV,38,4,headset,free,0.1328125,0.0859375
B00004W6DV,39,1,work,major,0.0729166666667,0.09375
B00004W6DV,39,2,problem,open,0.0416666666667,0.0416666666667
B00004W6DV,40,2,headset,fit,0.233333333333,0.0666666666667
B00004W6DV,40,3,headset,small,0.0,0.09375
B00004W6DV,42,0,product,good,0.515625,0.0
B00004W6DV,43,0,product,awful,0.125,0.4375
B00004W6DV,43,4,headset,different,0.375,0.3125
B00004W6DV,44,0,product,best,0.414869565217,0.025347826087
B00004W6DV,45,5,product,good,0.0,0.515625
B00004W6DV,45,7,thing,first,0.0208333333333,0.0
B00004W6DV,46,0,thing,uncomfortable,0.0,0.6875
B00004W6DV,48,12,headset,better,0.515444444444,0.0215925925926
B00004W6DV,49,4,sound,clear,0.015625,0.11328125
B00004W6DV,51,1,sound,short,0.0138888888889,0.131944444444
B00004W6DV,51,1,sound,small,0.0,0.09375
B00004W6DV,53,3,quality,good,0.515625,0.0
B00004W6DV,53,5,quality,hard,0.015625,0.21875
B00004W6DV,53,8,quality,poor,0.0,0.15625
B00004W6DV,54,0,month,Used,0.0714285714286,0.0
B00004W6DV,54,9,sound,better,0.515444444444,0.0215925925926
B00004W6DV,55,4,thing,positive,0.208333333333,0.0
B00004W6DV,56,0,headset,different,0.375,0.3125
B00004W6DV,56,2,product,low,0.0,0.0416666666667
B00004W6DV,57,4,sound,clear,0.11328125,0.015625
B00004W6DV,58,1,product,good,0.515625,0.0
B00004W6DV,58,1,product,technical,0.125,0.0
B00004W6DV,58,11,headset,stylish,0.25,0.0625
B00004W6DV,58,12,quality,poor,0.0,0.15625
B00004W6DV,59,1,headset,comfortable,0.3125,0.375
B00004W6DV,59,3,sound,sweet,0.0277777777778,0.0
B00004W6DV,60,4,thing,whole,0.125,0.0
B00004W6DV,60,9,case,difficult,0.0,0.6875
B00004W6DV,60,13,product,bad,0.05,0.525
B00004W6DV,60,16,work,better,0.515444444444,0.0215925925926
B00004W6DV,62,1,sound,best,0.414869565217,0.025347826087
B00004W6DV,62,4,phone,different,0.375,0.3125
B00004W6DW,1,0,device,best,0.414869565217,0.025347826087
B00004W6DW,2,4,quality,good,0.515625,0.0
B00004W6DW,2,5,quality,first,0.0208333333333,0.0
B00004W6DW,2,5,quality,afraid,0.0,0.5
B00004W6DW,2,7,work,better,0.515444444444,0.0215925925926
B00004W6DW,3,0,thing,nice,0.4375,0.0
B00004W6DW,3,0,thing,good,0.515625,0.0
B00004W6DW,3,7,thing,good,0.515625,0.0
B00004W6DW,6,3,quality,decent,0.4375,0.0
B00004W6DW,7,6,thing,painful,0.125,0.75
B00004W6DW,7,8,thing,better,0.515444444444,0.0215925925926
B00004W6DW,7,11,thing,compatible,0.0,0.4375
B00004W6DW,7,16,work,fit,0.233333333333,0.0666666666667
B00004W6DW,9,0,product,best,0.414869565217,0.025347826087
B00004W6DW,9,0,product,perfect,0.208333333333,0.0416666666667
B00004W6DW,9,2,product,first,0.0208333333333,0.0
B00004W6DW,10,1,quality,poor,0.0,0.15625
B00004W6DW,10,5,phone,compatible,0.0,0.4375
B00004W6DW,11,1,sound,colorful,0.0416666666667,0.0
B00004W6DW,13,3,quality,comfortable,0.3125,0.375
B00004W6DW,13,3,quality,good,0.515625,0.0
B00004W6DW,14,0,sound,clear,0.11328125,0.015625
B00004W6DW,14,6,sound,sensitive,0.125,0.09375
B00004W6DW,16,2,device,free,0.1328125,0.0859375
B00004W6DW,17,0,device,best,0.414869565217,0.025347826087
B00004W6DW,18,4,quality,good,0.515625,0.0
B00004W6DW,18,5,quality,first,0.0208333333333,0.0
B00004W6DW,18,5,quality,afraid,0.0,0.5
B00004W6DW,18,7,work,better,0.515444444444,0.0215925925926
B00004W6DW,19,0,thing,nice,0.4375,0.0
B00004W6DW,19,0,thing,good,0.515625,0.0
B00004W6DW,19,7,thing,good,0.515625,0.0
B00004W6DW,22,3,quality,decent,0.4375,0.0
B00004W6DW,23,6,thing,painful,0.125,0.75
B00004W6DW,23,8,thing,better,0.515444444444,0.0215925925926
B00004W6DW,23,11,thing,compatible,0.0,0.4375
B00004W6DW,23,16,work,fit,0.233333333333,0.0666666666667
B00004W6DW,25,0,product,best,0.414869565217,0.025347826087
B00004W6DW,25,0,product,perfect,0.208333333333,0.0416666666667
B00004W6DW,25,2,product,first,0.0208333333333,0.0
B00004W6DW,26,1,quality,poor,0.0,0.15625
B00004W6DW,26,5,phone,compatible,0.0,0.4375
B00004W6DW,27,1,sound,colorful,0.0416666666667,0.0
B00004W6DW,29,3,quality,comfortable,0.3125,0.375
B00004W6DW,29,3,quality,good,0.515625,0.0
B00004W6DW,30,0,sound,clear,0.11328125,0.015625
B00004W6DW,30,6,sound,sensitive,0.125,0.09375
B00004W6DW,32,2,device,free,0.1328125,0.0859375
B00004W6N5,1,1,battery,short,0.0138888888889,0.131944444444
B00004W6N5,3,1,battery,short,0.0138888888889,0.131944444444
B00004W6N7,1,2,work,tough,0.4375,0.0625
B00004W6N7,2,0,year,Used,0.0714285714286,0.0
B00004W6N7,2,0,year,different,0.375,0.3125
B00004W6N7,2,5,product,stronger,0.375,0.0
B00004W6N7,2,12,motorola,best,0.414869565217,0.025347826087
B00004W6N7,2,13,motorola,best,0.414869565217,0.025347826087
B00004W6N7,3,6,battery,expensive,0.5,0.0
B00004W6N7,4,1,time,best,0.414869565217,0.025347826087
B00004W6N7,6,0,phone,standard,0.0972222222222,0.0416666666667
B00004W6N7,6,4,product,good,0.515625,0.0
B00004W6N7,7,0,quality,good,0.515625,0.0
B00004W6N7,8,1,product,first,0.0208333333333,0.0
B00004W6N7,8,1,product,wrong,0.0892857142857,0.607142857143
B00004W6N7,8,4,charger,past,0.0,0.05
B00004W6N7,9,2,work,tough,0.4375,0.0625
B00004W6N7,10,0,year,Used,0.0714285714286,0.0
B00004W6N7,10,0,year,different,0.375,0.3125
B00004W6N7,10,5,product,stronger,0.375,0.0
B00004W6N7,10,12,motorola,best,0.414869565217,0.025347826087
B00004W6N7,10,13,motorola,best,0.414869565217,0.025347826087
B00004W6N7,11,6,battery,expensive,0.5,0.0
B00004W6N7,12,1,time,best,0.414869565217,0.025347826087
B00004W6N7,14,0,phone,standard,0.0972222222222,0.0416666666667
B00004W6N7,14,4,product,good,0.515625,0.0
B00004W6N7,15,0,quality,good,0.515625,0.0
B00004W6N7,16,1,product,first,0.0208333333333,0.0
B00004W6N7,16,1,product,wrong,0.0892857142857,0.607142857143
B00004W6N7,16,4,charger,past,0.0,0.05
B00004W6NE,2,0,product,easy,0.325,0.1
B00004W6NE,4,0,product,easy,0.325,0.1
B00004W6NG,2,5,time,original,0.291666666667,0.0
B00004W6NG,5,11,battery,good,0.0,0.515625
B00004W6NG,5,13,phone,sure,0.166666666667,0.166666666667
B00004W6NG,7,0,work,perfect,0.208333333333,0.0416666666667
B00004W6NG,7,3,phone,wrong,0.0892857142857,0.607142857143
B00004W6NG,7,4,phone,compatible,0.4375,0.0
B00004W6NG,8,3,button,little,0.025,0.425
B00004W6NG,8,4,button,little,0.025,0.425
B00004W6NG,8,8,thing,white,0.0,0.0416666666667
B00004W6NG,8,11,price,much,0.160714285714,0.0357142857143
